miRNA,Score_mi,Gene,Disease_name,Score_dis
hsa-miR-1277-5p,90.7279,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-3611,83.5919,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-448,87.4082,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-5692a,84.379496398,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-5692b,96.61664938138,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-5692c,96.61664938138,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-7847-3p,83.5142,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-383-5p,84.5144,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-4495,85.6503,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-600,91.30054,DZIP1L,autosomal recessive polycystic kidney disease,81.0
hsa-miR-1277-5p,86.3640895789,NEXN,cardiomyopathy,90.0
hsa-miR-152-5p,84.6711,NEXN,cardiomyopathy,90.0
hsa-miR-217-5p,80.3589,NEXN,cardiomyopathy,90.0
hsa-miR-3148,91.6111346554,NEXN,cardiomyopathy,90.0
hsa-miR-3185,86.3081,NEXN,cardiomyopathy,90.0
hsa-miR-4311,85.3297499635,NEXN,cardiomyopathy,90.0
hsa-miR-4426,84.207,NEXN,cardiomyopathy,90.0
hsa-miR-4477b,88.9767,NEXN,cardiomyopathy,90.0
hsa-miR-5003-5p,90.48671,NEXN,cardiomyopathy,90.0
hsa-miR-548u,80.4538046899,NEXN,cardiomyopathy,90.0
hsa-miR-651-3p,84.6276,NEXN,cardiomyopathy,90.0
hsa-miR-6780a-3p,85.9651,NEXN,cardiomyopathy,90.0
hsa-miR-7161-5p,85.404250209,NEXN,cardiomyopathy,90.0
hsa-miR-7856-5p,89.893,NEXN,cardiomyopathy,90.0
hsa-miR-9902,93.82755,NEXN,cardiomyopathy,90.0
hsa-miR-1277-5p,86.3640895789,NEXN,cardiomyopathy,90.0
hsa-miR-1468-3p,88.2281,NEXN,cardiomyopathy,90.0
hsa-miR-152-5p,84.6711,NEXN,cardiomyopathy,90.0
hsa-miR-217-5p,80.3589,NEXN,cardiomyopathy,90.0
hsa-miR-3148,91.6111346554,NEXN,cardiomyopathy,90.0
hsa-miR-3185,86.3081,NEXN,cardiomyopathy,90.0
hsa-miR-4311,85.3297499635,NEXN,cardiomyopathy,90.0
hsa-miR-4426,84.207,NEXN,cardiomyopathy,90.0
hsa-miR-4477b,88.9767,NEXN,cardiomyopathy,90.0
hsa-miR-5003-5p,90.48671,NEXN,cardiomyopathy,90.0
hsa-miR-548aw,83.9727,NEXN,cardiomyopathy,90.0
hsa-miR-548u,80.4538046899,NEXN,cardiomyopathy,90.0
hsa-miR-5690,89.1788226945,NEXN,cardiomyopathy,90.0
hsa-miR-633,87.7157695773918,NEXN,cardiomyopathy,90.0
hsa-miR-651-3p,84.6276,NEXN,cardiomyopathy,90.0
hsa-miR-6780a-3p,85.9651,NEXN,cardiomyopathy,90.0
hsa-miR-7161-5p,85.404250209,NEXN,cardiomyopathy,90.0
hsa-miR-7856-5p,89.893,NEXN,cardiomyopathy,90.0
hsa-miR-9902,93.82755,NEXN,cardiomyopathy,90.0
hsa-miR-1277-5p,92.04974,F11,hereditary factor xi deficiency,100.0
hsa-miR-20b-3p,80.8021,F11,hereditary factor xi deficiency,100.0
hsa-miR-219a-2-3p,91.70707,F11,hereditary factor xi deficiency,100.0
hsa-miR-5003-5p,92.02809,F11,hereditary factor xi deficiency,100.0
hsa-miR-542-3p,83.5392,F11,hereditary factor xi deficiency,100.0
hsa-miR-1277-5p,99.11378950249,HESX1,septo-optic dysplasia,100.0
hsa-miR-3194-3p,93.96272,HESX1,septo-optic dysplasia,100.0
hsa-miR-338-5p,87.7064266832,HESX1,septo-optic dysplasia,100.0
hsa-miR-371b-3p,91.47345,HESX1,septo-optic dysplasia,100.0
hsa-miR-4477a,93.26539,HESX1,septo-optic dysplasia,100.0
hsa-miR-495-3p,84.1723,HESX1,septo-optic dysplasia,100.0
hsa-miR-5011-5p,98.768331546,HESX1,septo-optic dysplasia,100.0
hsa-miR-5688,87.2364,HESX1,septo-optic dysplasia,100.0
hsa-miR-6500-3p,87.0523,HESX1,septo-optic dysplasia,100.0
hsa-miR-6509-3p,86.0536,HESX1,septo-optic dysplasia,100.0
hsa-miR-892c-5p,91.87845,HESX1,septo-optic dysplasia,100.0
hsa-miR-1277-5p,87.6541,ALX4,parietal foramina,89.0
hsa-miR-149-3p,92.8176374353294,ALX4,parietal foramina,89.0
hsa-miR-1915-3p,88.6383573567897,ALX4,parietal foramina,89.0
hsa-miR-199a-3p,92.78671,ALX4,parietal foramina,89.0
hsa-miR-199b-3p,92.78671,ALX4,parietal foramina,89.0
hsa-miR-200a-5p,93.8581,ALX4,parietal foramina,89.0
hsa-miR-200b-5p,93.8581,ALX4,parietal foramina,89.0
hsa-miR-21-5p,88.5068997956345,ALX4,parietal foramina,89.0
hsa-miR-222-5p,83.5198,ALX4,parietal foramina,89.0
hsa-miR-302e,82.3531177022,ALX4,parietal foramina,89.0
hsa-miR-3129-5p,92.78671,ALX4,parietal foramina,89.0
hsa-miR-324-3p,80.8390336451511,ALX4,parietal foramina,89.0
hsa-miR-3612,80.8107220818774,ALX4,parietal foramina,89.0
hsa-miR-4270,88.9528222117508,ALX4,parietal foramina,89.0
hsa-miR-4441,92.1479171311054,ALX4,parietal foramina,89.0
hsa-miR-4443,86.33194857865,ALX4,parietal foramina,89.0
hsa-miR-4492,81.7119635933759,ALX4,parietal foramina,89.0
hsa-miR-4640-5p,87.3602575440027,ALX4,parietal foramina,89.0
hsa-miR-4726-5p,87.1731245945446,ALX4,parietal foramina,89.0
hsa-miR-4728-5p,91.2460163652641,ALX4,parietal foramina,89.0
hsa-miR-4782-5p,87.115961052086,ALX4,parietal foramina,89.0
hsa-miR-5193,93.6561391305928,ALX4,parietal foramina,89.0
hsa-miR-561-5p,89.0834,ALX4,parietal foramina,89.0
hsa-miR-5706,87.115961052086,ALX4,parietal foramina,89.0
hsa-miR-590-5p,83.5897598331356,ALX4,parietal foramina,89.0
hsa-miR-650,80.8107220818774,ALX4,parietal foramina,89.0
hsa-miR-6510-5p,90.6527914543802,ALX4,parietal foramina,89.0
hsa-miR-6754-5p,81.8215000982469,ALX4,parietal foramina,89.0
hsa-miR-6764-5p,88.6697484096425,ALX4,parietal foramina,89.0
hsa-miR-6785-5p,87.2256092910544,ALX4,parietal foramina,89.0
hsa-miR-6852-5p,92.1483224239064,ALX4,parietal foramina,89.0
hsa-miR-6867-5p,90.915048064,ALX4,parietal foramina,89.0
hsa-miR-6870-5p,82.2222249359895,ALX4,parietal foramina,89.0
hsa-miR-6883-5p,86.3450837702006,ALX4,parietal foramina,89.0
hsa-miR-7160-5p,91.3907830651067,ALX4,parietal foramina,89.0
hsa-miR-1277-5p,93.43356859,SHH,holoprosencephaly,90.0
hsa-miR-138-2-3p,89.7912,SHH,holoprosencephaly,90.0
hsa-miR-3121-3p,83.553683665,SHH,holoprosencephaly,90.0
hsa-miR-3202,80.0243,SHH,holoprosencephaly,90.0
hsa-miR-3613-3p,98.7696329198147,SHH,holoprosencephaly,90.0
hsa-miR-4722-5p,92.32844,SHH,holoprosencephaly,90.0
hsa-miR-4735-5p,80.4749,SHH,holoprosencephaly,90.0
hsa-miR-4795-3p,91.4977449619518,SHH,holoprosencephaly,90.0
hsa-miR-548c-3p,83.8166020959,SHH,holoprosencephaly,90.0
hsa-miR-671-3p,92.07013,SHH,holoprosencephaly,90.0
hsa-miR-6878-3p,91.2983,SHH,holoprosencephaly,90.0
hsa-miR-1277-5p,91.8200029213624,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-1290,89.1605513692,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-3616-5p,82.9039806816,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-3976,81.1273351783,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-4477a,94.5442039981184,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-450b-5p,87.9028,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-4667-5p,81.682,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-4679,80.5197,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-4700-5p,86.7149,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-4777-5p,90.3382708118,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-499a-3p,83.5691484853216,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-499b-3p,83.5691484853216,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-5009-5p,86.4124,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548a-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548ab,89.9484051088744,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548ad-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548ae-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548ak,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548am-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548ap-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548aq-5p,86.9119047906753,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548aR-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548as-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548au-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548av-5p,87.2666870883856,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548ay-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548b-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548bb-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548c-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548d-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548h-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548i,89.9484051088744,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548j-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548k,87.2666870883856,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548o-5p,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548w,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-548y,87.2949495674202,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-559,90.6755521270375,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-561-5p,82.2364168666,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-5681b,90.01113,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-573,82.9039806816,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-6516-3p,82.4965,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-6830-5p,91.5531581867465,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-6868-3p,81.5816,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-8054,84.16798693012,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-8058,80.1832,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-8076,81.257,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-8089,81.682,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-95-5p,87.1845803578,MMUT,methylmalonic aciduria due to methylmalonyl-coa mutase deficiency,90.0
hsa-miR-1279,87.6107503981797,NHS,nance-horan syndrome,100.0
hsa-miR-1297,96.3978513485298,NHS,nance-horan syndrome,100.0
hsa-miR-1304-3p,83.5149865905,NHS,nance-horan syndrome,100.0
hsa-miR-153-5p,90.0895188808651,NHS,nance-horan syndrome,100.0
hsa-miR-26a-5p,92.4356824205886,NHS,nance-horan syndrome,100.0
hsa-miR-26b-5p,92.4356824205886,NHS,nance-horan syndrome,100.0
hsa-miR-3133,85.3725742372045,NHS,nance-horan syndrome,100.0
hsa-miR-3163,80.9391209298,NHS,nance-horan syndrome,100.0
hsa-miR-3658,87.0214876566274,NHS,nance-horan syndrome,100.0
hsa-miR-3662,91.585139397,NHS,nance-horan syndrome,100.0
hsa-miR-4457,80.8067,NHS,nance-horan syndrome,100.0
hsa-miR-4465,89.7007748253293,NHS,nance-horan syndrome,100.0
hsa-miR-4495,85.6503393745398,NHS,nance-horan syndrome,100.0
hsa-miR-4659a-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-4659b-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-466,88.0586836389,NHS,nance-horan syndrome,100.0
hsa-miR-4699-3p,83.5490914329491,NHS,nance-horan syndrome,100.0
hsa-miR-4721,88.8149,NHS,nance-horan syndrome,100.0
hsa-miR-4778-3p,87.2613030494877,NHS,nance-horan syndrome,100.0
hsa-miR-513b-3p,88.9124,NHS,nance-horan syndrome,100.0
hsa-miR-551b-5p,89.9464162359137,NHS,nance-horan syndrome,100.0
hsa-miR-5579-5p,81.2004831808,NHS,nance-horan syndrome,100.0
hsa-miR-5583-3p,91.9720251126361,NHS,nance-horan syndrome,100.0
hsa-miR-568,80.7856,NHS,nance-horan syndrome,100.0
hsa-miR-5681b,84.4840656685,NHS,nance-horan syndrome,100.0
hsa-miR-570-3p,91.1597130675416,NHS,nance-horan syndrome,100.0
hsa-miR-630,86.0245,NHS,nance-horan syndrome,100.0
hsa-miR-6516-5p,91.1474179040556,NHS,nance-horan syndrome,100.0
hsa-miR-6852-3p,85.1309016896,NHS,nance-horan syndrome,100.0
hsa-miR-7852-3p,81.9945,NHS,nance-horan syndrome,100.0
hsa-miR-8071,89.8212,NHS,nance-horan syndrome,100.0
hsa-miR-1279,87.6107503981797,NHS,nance-horan syndrome,100.0
hsa-miR-1297,98.6759485716932,NHS,nance-horan syndrome,100.0
hsa-miR-1304-3p,83.5149865905,NHS,nance-horan syndrome,100.0
hsa-miR-148a-3p,90.86356,NHS,nance-horan syndrome,100.0
hsa-miR-148b-3p,90.86356,NHS,nance-horan syndrome,100.0
hsa-miR-152-3p,90.86356,NHS,nance-horan syndrome,100.0
hsa-miR-153-5p,90.0895188808651,NHS,nance-horan syndrome,100.0
hsa-miR-196a-1-3p,80.9178963236451,NHS,nance-horan syndrome,100.0
hsa-miR-205-3p,84.9969,NHS,nance-horan syndrome,100.0
hsa-miR-216b-3p,89.0044663593482,NHS,nance-horan syndrome,100.0
hsa-miR-26a-5p,97.0310579488296,NHS,nance-horan syndrome,100.0
hsa-miR-26b-5p,97.0310579488296,NHS,nance-horan syndrome,100.0
hsa-miR-300,91.1807264342795,NHS,nance-horan syndrome,100.0
hsa-miR-30a-3p,91.925054002,NHS,nance-horan syndrome,100.0
hsa-miR-30a-5p,83.5295377393,NHS,nance-horan syndrome,100.0
hsa-miR-30b-5p,83.5295377393,NHS,nance-horan syndrome,100.0
hsa-miR-30c-5p,83.5295377393,NHS,nance-horan syndrome,100.0
hsa-miR-30d-3p,91.925054002,NHS,nance-horan syndrome,100.0
hsa-miR-30d-5p,83.5295377393,NHS,nance-horan syndrome,100.0
hsa-miR-30e-3p,91.925054002,NHS,nance-horan syndrome,100.0
hsa-miR-30e-5p,83.5295377393,NHS,nance-horan syndrome,100.0
hsa-miR-3133,85.3725742372045,NHS,nance-horan syndrome,100.0
hsa-miR-3163,80.9391209298,NHS,nance-horan syndrome,100.0
hsa-miR-326,82.7955,NHS,nance-horan syndrome,100.0
hsa-miR-330-5p,82.7955,NHS,nance-horan syndrome,100.0
hsa-miR-3613-3p,80.3046513604,NHS,nance-horan syndrome,100.0
hsa-miR-3658,87.0214876566274,NHS,nance-horan syndrome,100.0
hsa-miR-3662,91.585139397,NHS,nance-horan syndrome,100.0
hsa-miR-381-3p,91.1807264342795,NHS,nance-horan syndrome,100.0
hsa-miR-3941,85.5483014243952,NHS,nance-horan syndrome,100.0
hsa-miR-4457,80.8067,NHS,nance-horan syndrome,100.0
hsa-miR-4465,95.349034087234,NHS,nance-horan syndrome,100.0
hsa-miR-4482-3p,84.7842553161551,NHS,nance-horan syndrome,100.0
hsa-miR-4495,94.0991530967644,NHS,nance-horan syndrome,100.0
hsa-miR-4633-3p,81.0393,NHS,nance-horan syndrome,100.0
hsa-miR-4652-3p,81.4924857687524,NHS,nance-horan syndrome,100.0
hsa-miR-4659a-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-4659b-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-466,88.0586836389,NHS,nance-horan syndrome,100.0
hsa-miR-4699-3p,95.9317556671343,NHS,nance-horan syndrome,100.0
hsa-miR-4721,88.8149,NHS,nance-horan syndrome,100.0
hsa-miR-4778-3p,90.0811479540782,NHS,nance-horan syndrome,100.0
hsa-miR-4799-5p,88.542322872,NHS,nance-horan syndrome,100.0
hsa-miR-5003-3p,88.1365209268025,NHS,nance-horan syndrome,100.0
hsa-miR-513b-3p,88.9124,NHS,nance-horan syndrome,100.0
hsa-miR-513b-5p,85.0752806331405,NHS,nance-horan syndrome,100.0
hsa-miR-520d-5p,82.3731089347587,NHS,nance-horan syndrome,100.0
hsa-miR-524-5p,82.3731089347587,NHS,nance-horan syndrome,100.0
hsa-miR-551b-5p,89.9464162359137,NHS,nance-horan syndrome,100.0
hsa-miR-5579-5p,81.2004831808,NHS,nance-horan syndrome,100.0
hsa-miR-5583-3p,97.6575356136966,NHS,nance-horan syndrome,100.0
hsa-miR-568,80.7856,NHS,nance-horan syndrome,100.0
hsa-miR-5681b,93.1758872986,NHS,nance-horan syndrome,100.0
hsa-miR-570-3p,92.3120643254856,NHS,nance-horan syndrome,100.0
hsa-miR-603,89.1037993546076,NHS,nance-horan syndrome,100.0
hsa-miR-630,86.0245,NHS,nance-horan syndrome,100.0
hsa-miR-6500-5p,81.0393,NHS,nance-horan syndrome,100.0
hsa-miR-6516-5p,91.1474179040556,NHS,nance-horan syndrome,100.0
hsa-miR-6715b-3p,84.2193411428513,NHS,nance-horan syndrome,100.0
hsa-miR-6719-3p,80.0847149752,NHS,nance-horan syndrome,100.0
hsa-miR-6752-3p,80.7418,NHS,nance-horan syndrome,100.0
hsa-miR-6852-3p,85.1309016896,NHS,nance-horan syndrome,100.0
hsa-miR-7852-3p,81.9945,NHS,nance-horan syndrome,100.0
hsa-miR-8071,89.8212,NHS,nance-horan syndrome,100.0
hsa-miR-8485,81.1926138259759,NHS,nance-horan syndrome,100.0
hsa-miR-1279,87.6107503981797,NHS,nance-horan syndrome,100.0
hsa-miR-1297,96.3978513485298,NHS,nance-horan syndrome,100.0
hsa-miR-1304-3p,83.5149865905,NHS,nance-horan syndrome,100.0
hsa-miR-153-5p,90.0895188808651,NHS,nance-horan syndrome,100.0
hsa-miR-26a-5p,92.4356824205886,NHS,nance-horan syndrome,100.0
hsa-miR-26b-5p,92.4356824205886,NHS,nance-horan syndrome,100.0
hsa-miR-3133,85.3725742372045,NHS,nance-horan syndrome,100.0
hsa-miR-3163,80.9391209298,NHS,nance-horan syndrome,100.0
hsa-miR-3658,87.0214876566274,NHS,nance-horan syndrome,100.0
hsa-miR-3662,91.585139397,NHS,nance-horan syndrome,100.0
hsa-miR-4457,80.8067,NHS,nance-horan syndrome,100.0
hsa-miR-4465,89.7007748253293,NHS,nance-horan syndrome,100.0
hsa-miR-4495,85.6503393745398,NHS,nance-horan syndrome,100.0
hsa-miR-4659a-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-4659b-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-466,88.0586836389,NHS,nance-horan syndrome,100.0
hsa-miR-4699-3p,83.5490914329491,NHS,nance-horan syndrome,100.0
hsa-miR-4721,88.8149,NHS,nance-horan syndrome,100.0
hsa-miR-4778-3p,87.2613030494877,NHS,nance-horan syndrome,100.0
hsa-miR-513b-3p,88.9124,NHS,nance-horan syndrome,100.0
hsa-miR-551b-5p,89.9464162359137,NHS,nance-horan syndrome,100.0
hsa-miR-5579-5p,81.2004831808,NHS,nance-horan syndrome,100.0
hsa-miR-5583-3p,91.9720251126361,NHS,nance-horan syndrome,100.0
hsa-miR-568,80.7856,NHS,nance-horan syndrome,100.0
hsa-miR-5681b,84.4840656685,NHS,nance-horan syndrome,100.0
hsa-miR-570-3p,91.1597130675416,NHS,nance-horan syndrome,100.0
hsa-miR-630,86.0245,NHS,nance-horan syndrome,100.0
hsa-miR-6516-5p,91.1474179040556,NHS,nance-horan syndrome,100.0
hsa-miR-6719-3p,80.0847149752,NHS,nance-horan syndrome,100.0
hsa-miR-6852-3p,85.1309016896,NHS,nance-horan syndrome,100.0
hsa-miR-7852-3p,81.9945,NHS,nance-horan syndrome,100.0
hsa-miR-8071,89.8212,NHS,nance-horan syndrome,100.0
hsa-miR-1279,87.6107503981797,NHS,nance-horan syndrome,100.0
hsa-miR-1297,96.3978513485298,NHS,nance-horan syndrome,100.0
hsa-miR-1304-3p,83.5149865905,NHS,nance-horan syndrome,100.0
hsa-miR-153-5p,90.0895188808651,NHS,nance-horan syndrome,100.0
hsa-miR-26a-5p,92.4356824205886,NHS,nance-horan syndrome,100.0
hsa-miR-26b-5p,92.4356824205886,NHS,nance-horan syndrome,100.0
hsa-miR-3133,85.3725742372045,NHS,nance-horan syndrome,100.0
hsa-miR-3163,80.9391209298,NHS,nance-horan syndrome,100.0
hsa-miR-3658,87.0214876566274,NHS,nance-horan syndrome,100.0
hsa-miR-3662,91.585139397,NHS,nance-horan syndrome,100.0
hsa-miR-4457,80.8067,NHS,nance-horan syndrome,100.0
hsa-miR-4465,89.7007748253293,NHS,nance-horan syndrome,100.0
hsa-miR-4495,85.6503393745398,NHS,nance-horan syndrome,100.0
hsa-miR-4659a-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-4659b-3p,95.2521988362511,NHS,nance-horan syndrome,100.0
hsa-miR-466,88.0586836389,NHS,nance-horan syndrome,100.0
hsa-miR-4699-3p,83.5490914329491,NHS,nance-horan syndrome,100.0
hsa-miR-4721,88.8149,NHS,nance-horan syndrome,100.0
hsa-miR-4778-3p,87.2613030494877,NHS,nance-horan syndrome,100.0
hsa-miR-513b-3p,88.9124,NHS,nance-horan syndrome,100.0
hsa-miR-551b-5p,89.9464162359137,NHS,nance-horan syndrome,100.0
hsa-miR-5579-5p,81.2004831808,NHS,nance-horan syndrome,100.0
hsa-miR-5583-3p,91.9720251126361,NHS,nance-horan syndrome,100.0
hsa-miR-568,80.7856,NHS,nance-horan syndrome,100.0
hsa-miR-5681b,84.4840656685,NHS,nance-horan syndrome,100.0
hsa-miR-570-3p,91.1597130675416,NHS,nance-horan syndrome,100.0
hsa-miR-630,86.0245,NHS,nance-horan syndrome,100.0
hsa-miR-6516-5p,91.1474179040556,NHS,nance-horan syndrome,100.0
hsa-miR-6719-3p,80.0847149752,NHS,nance-horan syndrome,100.0
hsa-miR-6852-3p,85.1309016896,NHS,nance-horan syndrome,100.0
hsa-miR-7852-3p,81.9945,NHS,nance-horan syndrome,100.0
hsa-miR-8071,89.8212,NHS,nance-horan syndrome,100.0
hsa-miR-128-3p,83.2829,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-133a-5p,91.507907554,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-216a-3p,83.2829,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-331-3p,81.0850193545,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-4311,86.5603,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-4712-5p,83.2414,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-4766-5p,85.9757238481,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-500b-3p,80.5655018066862,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-6778-3p,89.1398694344561,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-7151-3p,81.2373307119311,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-770-5p,83.2414,DHTKD1,charcot-marie-tooth disease,90.0
hsa-miR-128-3p,91.28532,CLPP,perrault syndrome,91.0
hsa-miR-216a-3p,91.28532,CLPP,perrault syndrome,91.0
hsa-miR-3681-3p,87.5821,CLPP,perrault syndrome,91.0
hsa-miR-6801-3p,93.41711,CLPP,perrault syndrome,91.0
hsa-miR-6810-3p,93.41711,CLPP,perrault syndrome,91.0
hsa-miR-128-3p,92.04586,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-128-3p,92.04586,RET,pheochromocytoma,100.0
hsa-miR-15a-5p,86.8307246956,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-15a-5p,86.8307246956,RET,pheochromocytoma,100.0
hsa-miR-15b-5p,86.8307246956,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-15b-5p,86.8307246956,RET,pheochromocytoma,100.0
hsa-miR-16-5p,86.8307246956,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-16-5p,86.8307246956,RET,pheochromocytoma,100.0
hsa-miR-195-5p,86.8307246956,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-195-5p,86.8307246956,RET,pheochromocytoma,100.0
hsa-miR-20a-3p,87.4406984356,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-20a-3p,87.4406984356,RET,pheochromocytoma,100.0
hsa-miR-216a-3p,92.04586,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-216a-3p,92.04586,RET,pheochromocytoma,100.0
hsa-miR-218-5p,96.9156658264,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-218-5p,96.9156658264,RET,pheochromocytoma,100.0
hsa-miR-3121-3p,85.7681,RET,multiple endocrine neoplasia type 2b,100.0
hsa-miR-3121-3p,85.7681,RET,pheochromocytoma,100.0
hsa-miR-3664-3p,82.5492,RET,multiple endocrine neoplasia type 2b,100.0
